TITLE,Computer Science,Physics,Mathematics,Statistics
Affiliation networks with an increasing degree sequence,0,0,1,1
Aggregation of Classifiers: A Justifiable Information Granularity Approach,1,0,0,1
Neural Sequence Model Training via $α$-divergence Minimization,1,0,0,1
Output Range Analysis for Deep Neural Networks,1,0,0,1
Projection Theorems of Divergences and Likelihood Maximization Methods,0,0,1,1
Posterior Concentration for Bayesian Regression Trees and Forests,0,0,1,1
Mind the Gap: A Well Log Data Analysis,1,0,0,1
Inconsistency of Template Estimation with the Fr{é}chet mean in Quotient Space,0,0,1,1
Group chasing tactics: how to catch a faster prey?,0,1,0,1
High-dimensional Linear Regression for Dependent Observations with Application to Nowcasting,0,0,1,1
Robust Tracking and Behavioral Modeling of Movements of Biological Collectives from Ordinary Video Recordings,1,1,0,0
Raptor Codes for Higher-Order Modulation Using a Multi-Edge Framework,1,0,1,0
A Tidy Data Model for Natural Language Processing using cleanNLP,1,0,0,1
Relaxation of the EM Algorithm via Quantum Annealing for Gaussian Mixture Models,0,1,0,1
Training GANs with Optimism,1,0,0,1
LAMN in a class of parametric models for null recurrent diffusion,0,0,1,1
Generalization Tower Network: A Novel Deep Neural Network Architecture for Multi-Task Learning,1,0,0,1
Effects of Degree Correlations in Interdependent Security: Good or Bad?,1,1,0,0
Variants of RMSProp and Adagrad with Logarithmic Regret Bounds,1,0,0,1
"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions",0,0,1,1
A Topological Perspective on Interacting Algebraic Theories,1,0,1,0
Dynamic nested sampling: an improved algorithm for parameter estimation and evidence calculation,0,1,0,1
On the commutativity of the powerspace constructions,1,0,1,0
Two variants of the Froiduire-Pin Algorithm for finite semigroups,1,0,1,0
Accelerated Block Coordinate Proximal Gradients with Applications in High Dimensional Statistics,1,0,0,1
Phase retrieval using alternating minimization in a batch setting,0,0,1,1
Theoretically Principled Trade-off between Robustness and Accuracy,1,0,0,1
Inverse Fractional Knapsack Problem with Profits and Costs Modification,1,0,1,0
Large dimensional analysis of general margin based classification methods,1,0,0,1
Covariance structure associated with an equality between two general ridge estimators,0,0,1,1
The number of realizations of a Laman graph,1,0,1,0
Using Phone Sensors and an Artificial Neural Network to Detect Gait Changes During Drinking Episodes in the Natural Environment,1,0,0,1
A Forward Model at Purkinje Cell Synapses Facilitates Cerebellar Anticipatory Control,1,0,1,0
Episode-Based Active Learning with Bayesian Neural Networks,1,0,0,1
Multiple Improvements of Multiple Imputation Likelihood Ratio Tests,0,0,1,1
Estimating the unseen from multiple populations,1,0,0,1
Controlling Sources of Inaccuracy in Stochastic Kriging,0,0,1,1
Faithful Semitoric Systems,0,1,1,0
On Approximation Guarantees for Greedy Low Rank Optimization,1,0,0,1
Invariant Causal Prediction for Sequential Data,0,0,1,1
Outliers and related problems,0,0,1,1
Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning,1,0,0,1
Demystifying AlphaGo Zero as AlphaGo GAN,1,0,0,1
Nonlinear Kalman Filtering with Divergence Minimization,0,0,1,1
Enhancing SDO/HMI images using deep learning,1,1,0,0
Functional data analysis in the Banach space of continuous functions,0,0,1,1
Bayesian Recurrent Neural Networks,1,0,0,1
Distill-and-Compare: Auditing Black-Box Models Using Transparent Model Distillation,1,0,0,1
Historic Emergence of Diversity in Painting: Heterogeneity in Chromatic Distance in Images and Characterization of Massive Painting Data Set,1,1,0,0
A Floating Cylinder on An Unbounded Bath,0,1,1,0
Locally Private Bayesian Inference for Count Models,1,0,0,1
Adversarial Generation of Natural Language,1,0,0,1
Geometric Rescaling Algorithms for Submodular Function Minimization,1,0,1,0
Data Dropout in Arbitrary Basis for Deep Network Regularization,1,0,0,1
Recurrent Neural Filters: Learning Independent Bayesian Filtering Steps for Time Series Prediction,1,0,0,1
A Submodularity-Based Approach for Multi-Agent Optimal Coverage Problems,1,0,1,0
A GPU-based Multi-level Algorithm for Boundary Value Problems,1,1,0,0
Cautious Model Predictive Control using Gaussian Process Regression,1,0,1,0
Probabilistic Trajectory Segmentation by Means of Hierarchical Dirichlet Process Switching Linear Dynamical Systems,1,0,0,1
Structural Data Recognition with Graph Model Boosting,1,0,0,1
Bootstrap of residual processes in regression: to smooth or not to smooth ?,0,0,1,1
Causal Mediation Analysis Leveraging Multiple Types of Summary Statistics Data,1,0,0,1
Learning Combinatorial Optimization Algorithms over Graphs,1,0,0,1
Sparse Algorithm for Robust LSSVM in Primal Space,1,0,0,1
Value Propagation for Decentralized Networked Deep Multi-agent Reinforcement Learning,1,0,0,1
Learning Independent Causal Mechanisms,1,0,0,1
Topological dynamics of gyroscopic and Floquet lattices from Newton's laws,0,1,1,0
Minimal Exploration in Structured Stochastic Bandits,1,0,0,1
Data Driven Exploratory Attacks on Black Box Classifiers in Adversarial Domains,1,0,0,1
On Optimistic versus Randomized Exploration in Reinforcement Learning,1,0,0,1
Generalized two-field $α$-attractor models from geometrically finite hyperbolic surfaces,0,1,1,0
Active Community Detection: A Maximum Likelihood Approach,1,0,0,1
Continuum Limit of Posteriors in Graph Bayesian Inverse Problems,0,0,1,1
Automatic Conflict Detection in Police Body-Worn Audio,1,0,0,1
A Latent Variable Model for Two-Dimensional Canonical Correlation Analysis and its Variational Inference,1,0,0,1
Integrated Microsimulation Framework for Dynamic Pedestrian Movement Estimation in Mobility Hub,0,1,1,0
Efficient tracking of a growing number of experts,1,0,0,1
Toeplitz Inverse Covariance-Based Clustering of Multivariate Time Series Data,1,0,1,0
Filtering Tweets for Social Unrest,1,0,0,1
Block-Sparse Recurrent Neural Networks,1,0,0,1
Equitable neighbour-sum-distinguishing edge and total colourings,1,0,1,0
An Oracle Property of The Nadaraya-Watson Kernel Estimator for High Dimensional Nonparametric Regression,0,0,1,1
Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe,0,0,1,1
Noisy independent component analysis of auto-correlated components,0,1,0,1
"Graphons: A Nonparametric Method to Model, Estimate, and Design Algorithms for Massive Networks",1,1,0,0
Krylov Subspace Recycling for Fast Iterative Least-Squares in Machine Learning,1,0,0,1
Bayesian Methods in Cosmology,0,1,0,1
Optimizing expected word error rate via sampling for speech recognition,1,0,0,1
Real-Time Illegal Parking Detection System Based on Deep Learning,1,0,0,1
On a representation of fractional Brownian motion and the limit distributions of statistics arising in cusp statistical models,0,0,1,1
Stochastic Canonical Correlation Analysis,1,0,0,1
Grafting for Combinatorial Boolean Model using Frequent Itemset Mining,1,0,0,1
High order local absorbing boundary conditions for acoustic waves in terms of farfield expansions,0,1,1,0
Implementation of the Bin Hierarchy Method for restoring a smooth function from a sampled histogram,0,1,0,1
A comment on Stein's unbiased risk estimate for reduced rank estimators,0,0,1,1
On the Impact of Transposition Errors in Diffusion-Based Channels,1,0,1,0
m-TSNE: A Framework for Visualizing High-Dimensional Multivariate Time Series,1,0,0,1
Provably Accurate Double-Sparse Coding,1,0,0,1
Asymptotic theory for maximum likelihood estimates in reduced-rank multivariate generalised linear models,0,0,1,1
Sequential two-fold Pearson chi-squared test and tails of the Bessel process distributions,0,0,1,1
Randomized Linear Programming Solves the Discounted Markov Decision Problem In Nearly-Linear (Sometimes Sublinear) Running Time,1,0,1,0
Inference For High-Dimensional Split-Plot-Designs: A Unified Approach for Small to Large Numbers of Factor Levels,0,0,1,1
Rate Optimal Binary Linear Locally Repairable Codes with Small Availability,1,0,1,0
A general renormalization procedure on the one-dimensional lattice and decay of correlations,0,1,1,0
A Las Vegas algorithm to solve the elliptic curve discrete logarithm problem,1,0,1,0
A Higher Structure Identity Principle,1,0,1,0
A Note on Prediction Markets,0,0,1,1
Metadynamics for Training Neural Network Model Chemistries: a Competitive Assessment,0,1,0,1
Using Synthetic Data to Train Neural Networks is Model-Based Reasoning,1,0,0,1
Multi-timescale memory dynamics in a reinforcement learning network with attention-gated memory,1,0,0,1
A Stochastic Programming Approach for Electric Vehicle Charging Network Design,1,0,1,0
Bayes-Optimal Entropy Pursuit for Active Choice-Based Preference Learning,1,0,0,1
Towards Understanding Generalization of Deep Learning: Perspective of Loss Landscapes,1,0,0,1
Benchmarking Decoupled Neural Interfaces with Synthetic Gradients,1,0,0,1
Network Topology Modulation for Energy and Data Transmission in Internet of Magneto-Inductive Things,1,0,1,0
One can hear the Euler characteristic of a simplicial complex,1,0,1,0
Adaptation and Robust Learning of Probabilistic Movement Primitives,1,0,0,1
Hall-Littlewood-PushTASEP and its KPZ limit,0,0,1,1
Optimal designs for enzyme inhibition kinetic models,0,0,1,1
Non-locality of the meet levels of the Trotter-Weil Hierarchy,1,0,1,0
Backlund transformations and divisor doubling,0,1,1,0
KATE: K-Competitive Autoencoder for Text,1,0,0,1
Asynchronous parallel primal-dual block update methods,0,0,1,1
Randomized Optimal Transport on a Graph: Framework and New Distance Measures,1,0,0,1
Few-shot Learning by Exploiting Visual Concepts within CNNs,1,0,0,1
Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks,1,0,0,1
RelNN: A Deep Neural Model for Relational Learning,1,0,0,1
Minimal Approximately Balancing Weights: Asymptotic Properties and Practical Considerations,0,0,1,1
Sitatapatra: Blocking the Transfer of Adversarial Samples,1,0,0,1
Weak-strong uniqueness in fluid dynamics,0,1,1,0
Cognitive Subscore Trajectory Prediction in Alzheimer's Disease,1,0,0,1
Variance Regularizing Adversarial Learning,1,0,0,1
Asymmetric Deep Supervised Hashing,1,0,0,1
A Novel Approach to Forecasting Financial Volatility with Gaussian Process Envelopes,1,0,0,1
Out-of-Sample Testing for GANs,1,0,0,1
Multipermutation Ulam Sphere Analysis Toward Characterizing Maximal Code Size,1,0,1,0
Large-sample approximations for variance-covariance matrices of high-dimensional time series,0,0,1,1
Resilience: A Criterion for Learning in the Presence of Arbitrary Outliers,1,0,0,1
Theory of ground states for classical Heisenberg spin systems I,0,1,1,0
All-but-the-Top: Simple and Effective Postprocessing for Word Representations,1,0,0,1
Comparing Rule-Based and Deep Learning Models for Patient Phenotyping,1,0,0,1
Jackknife multiplier bootstrap: finite sample approximations to the $U$-process supremum with applications,0,0,1,1
Comparing People with Bibliometrics,1,1,0,0
Urban Dreams of Migrants: A Case Study of Migrant Integration in Shanghai,1,1,0,0
Locally stationary spatio-temporal interpolation of Argo profiling float data,0,1,0,1
Central limit theorem for the variable bandwidth kernel density estimators,0,0,1,1
SuperSpike: Supervised learning in multi-layer spiking neural networks,1,0,0,1
Mean Field Residual Networks: On the Edge of Chaos,1,1,0,0
Human-Level Intelligence or Animal-Like Abilities?,1,0,0,1
Wembedder: Wikidata entity embedding web service,1,0,0,1
Meta-Learning for Contextual Bandit Exploration,1,0,0,1
Ride Sharing and Dynamic Networks Analysis,1,1,0,0
Conditional Mean and Quantile Dependence Testing in High Dimension,0,0,1,1
Finding low-tension communities,1,1,0,0
Finding Archetypal Spaces for Data Using Neural Networks,1,0,0,1
Formally continuous functions on Baire space,1,0,1,0
Minimax Rényi Redundancy,1,0,1,0
Statistical Inference for the Population Landscape via Moment Adjusted Stochastic Gradients,0,0,1,1
AdaBatch: Adaptive Batch Sizes for Training Deep Neural Networks,1,0,0,1
Quantized Compressed Sensing for Partial Random Circulant Matrices,1,0,1,0
Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data,1,0,0,1
A New Perspective on Robust $M$-Estimation: Finite Sample Theory and Applications to Dependence-Adjusted Multiple Testing,0,0,1,1
Complete algebraic solution of multidimensional optimization problems in tropical semifield,1,0,1,0
Deep Learning on Attributed Graphs: A Journey from Graphs to Their Embeddings and Back,1,0,0,1
Several classes of optimal ternary cyclic codes,1,0,1,0
PAC Identification of Many Good Arms in Stochastic Multi-Armed Bandits,1,0,0,1
Collaborative Filtering using Denoising Auto-Encoders for Market Basket Data,1,0,0,1
QRT maps and related Laurent systems,0,1,1,0
Model-based reinforcement learning in differential graphical games,1,0,1,0
Smoothed GMM for quantile models,0,0,1,1
Multi-district preference modelling,1,1,0,0
Neural Text Generation: A Practical Guide,1,0,0,1
Context Prediction for Unsupervised Deep Learning on Point Clouds,1,0,0,1
A core-set approach for distributed quadratic programming in big-data classification,1,0,1,0
Peephole: Predicting Network Performance Before Training,1,0,0,1
Optimization Landscape and Expressivity of Deep CNNs,1,0,0,1
User Modelling for Avoiding Overfitting in Interactive Knowledge Elicitation for Prediction,1,0,0,1
Fair k-Center Clustering for Data Summarization,1,0,0,1
Truncation-free Hybrid Inference for DPMM,1,0,0,1
Agatha: disentangling periodic signals from correlated noise in a periodogram framework,0,1,0,1
A branch-and-bound algorithm for the minimum radius $k$-enclosing ball problem,1,0,1,0
Learning Neural Networks with Two Nonlinear Layers in Polynomial Time,1,0,0,1
Emergence of a spectral gap in a class of random matrices associated with split graphs,0,1,1,0
Statistical Mechanics of Node-perturbation Learning with Noisy Baseline,1,0,0,1
A Decentralized Optimization Framework for Energy Harvesting Devices,1,0,1,0
String stability and a delay-based spacing policy for vehicle platoons subject to disturbances,1,0,1,0
Network Inference via the Time-Varying Graphical Lasso,1,0,1,0
Highly Efficient Human Action Recognition with Quantum Genetic Algorithm Optimized Support Vector Machine,1,0,0,1
Developmental tendencies in the Academic Field of Intellectual Property through the Identification of Invisible Colleges,1,1,0,0
Feature Learning for Meta-Paths in Knowledge Graphs,1,0,0,1
One pixel attack for fooling deep neural networks,1,0,0,1
Self corrective Perturbations for Semantic Segmentation and Classification,1,0,0,1
"Structure of a Parabolic Partial Differential Equation on Graphs and Digital spaces. Solution of PDE on Digital Spaces: a Klein Bottle, a Projective Plane, a 4D Sphere and a Moebius Band",1,0,1,0
Warped Riemannian metrics for location-scale models,0,0,1,1
Admissibility of solution estimators for stochastic optimization,0,0,1,1
Facets on the convex hull of $d$-dimensional Brownian and Lévy motion,0,1,1,0
Some Open Problems in Random Matrix Theory and the Theory of Integrable Systems. II,0,1,1,0
A semi-parametric estimation for max-mixture spatial processes,0,0,1,1
A Short Survey on Probabilistic Reinforcement Learning,1,0,0,1
Testing the science/technology relationship by analysis of patent citations of scientific papers after decomposition of both science and technology,1,1,0,0
The Informativeness of $k$-Means and Dimensionality Reduction for Learning Mixture Models,1,0,0,1
A Mention-Ranking Model for Abstract Anaphora Resolution,1,0,0,1
Stochastic Low-Rank Bandits,1,0,0,1
Entrywise Eigenvector Analysis of Random Matrices with Low Expected Rank,0,0,1,1
Asymptotics of maximum likelihood estimation for stable law with $(M)$ parameterization,0,0,1,1
What Can Machine Learning Teach Us about Communications?,1,0,0,1
DeepCodec: Adaptive Sensing and Recovery via Deep Convolutional Neural Networks,1,0,0,1
Analysis of equivalence relation in joint sparse recovery,1,0,1,0
BT-Nets: Simplifying Deep Neural Networks via Block Term Decomposition,1,0,0,1
Dynamical patterns in individual trajectories toward extremism,1,1,0,0
Boundary Hamiltonian theory for gapped topological phases on an open surface,0,1,1,0
Leverage Score Sampling for Faster Accelerated Regression and ERM,1,0,0,1
Deep Residual Networks and Weight Initialization,1,0,0,1
A deep Convolutional Neural Network for topology optimization with strong generalization ability,1,0,0,1
Estimation of the asymptotic variance of univariate and multivariate random fields and statistical inference,0,0,1,1
Flexibility Analysis for Smart Grid Demand Response,1,0,1,0
Complexity of short Presburger arithmetic,1,0,1,0
Adaptive Inferential Method for Monotone Graph Invariants,0,0,1,1
Leontief Meets Shannon - Measuring the Complexity of the Economic System,0,1,0,1
Comparison Based Nearest Neighbor Search,1,0,0,1
LSTM Networks for Data-Aware Remaining Time Prediction of Business Process Instances,1,0,0,1
Message-passing algorithm of quantum annealing with nonstoquastic Hamiltonian,1,0,0,1
CardiacNET: Segmentation of Left Atrium and Proximal Pulmonary Veins from MRI Using Multi-View CNN,1,0,0,1
Comparison of Polynomial Chaos and Gaussian Process surrogates for uncertainty quantification and correlation estimation of spatially distributed open-channel steady flows,0,1,0,1
A lower bound on the positive semidefinite rank of convex bodies,1,0,1,0
Chaotic laser based physical random bit streaming system with a computer application interface,1,1,0,0
Convergence of extreme value statistics in a two-layer quasi-geostrophic atmospheric model,0,1,0,1
On Symmetric Losses for Learning from Corrupted Labels,1,0,0,1
On topological obstructions to global stabilization of an inverted pendulum,0,1,1,0
Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,1,0,0,1
Fixing an error in Caponnetto and de Vito (2007),0,0,1,1
Safe Semi-Supervised Learning of Sum-Product Networks,1,0,0,1
Approximations of the Restless Bandit Problem,0,0,1,1
"An Analysis of the Value of Information when Exploring Stochastic, Discrete Multi-Armed Bandits",1,0,0,1
Probabilistic Generative Adversarial Networks,1,0,0,1
k*-Nearest Neighbors: From Global to Local,1,0,0,1
Markov Decision Processes with Continuous Side Information,1,0,0,1
Computing and Using Minimal Polynomials,1,0,1,0
ClipAudit: A Simple Risk-Limiting Post-Election Audit,1,0,0,1
A Dichotomy for Sampling Barrier-Crossing Events of Random Walks with Regularly Varying Tails,0,0,1,1
Towards a Deeper Understanding of Adversarial Losses,1,0,0,1
Nearest-neighbour Markov point processes on graphs with Euclidean edges,0,0,1,1
Multitask Learning and Benchmarking with Clinical Time Series Data,1,0,0,1
Few-Shot Learning with Graph Neural Networks,1,0,0,1
Centralities of Nodes and Influences of Layers in Large Multiplex Networks,1,1,0,0
An inexact subsampled proximal Newton-type method for large-scale machine learning,1,0,0,1
A Practically Competitive and Provably Consistent Algorithm for Uplift Modeling,1,0,0,1
Agent-based computing from multi-agent systems to agent-based Models: a visual survey,1,1,0,0
Latent Intention Dialogue Models,1,0,0,1
Inverse Reinforcement Learning from Summary Data,1,0,0,1
Human experts vs. machines in taxa recognition,1,0,0,1
MIT at SemEval-2017 Task 10: Relation Extraction with Convolutional Neural Networks,1,0,0,1
Being Robust (in High Dimensions) Can Be Practical,1,0,0,1
Network Essence: PageRank Completion and Centrality-Conforming Markov Chains,1,0,0,1
A Regularized Framework for Sparse and Structured Neural Attention,1,0,0,1
Reach and speed of judgment propagation in the laboratory,1,1,0,0
Multi-armed Bandit Problems with Strategic Arms,1,0,0,1
Algebraic characterization of regular fractions under level permutations,0,0,1,1
Bayesian Compression for Deep Learning,1,0,0,1
The Observability Concept in a Class of Hybrid Control systems,1,0,1,0
Smoothed nonparametric two-sample tests,0,0,1,1
Indoor Localization Using Visible Light Via Fusion Of Multiple Classifiers,1,0,0,1
Node Centralities and Classification Performance for Characterizing Node Embedding Algorithms,1,0,0,1
Data Fusion Reconstruction of Spatially Embedded Complex Networks,0,1,0,1
Multirole Logic (Extended Abstract),1,0,1,0
Interpreting Classifiers through Attribute Interactions in Datasets,1,0,0,1
Jackknife variance estimation for common mean estimators under ordered variances and general two-sample statistics,0,0,1,1
A convex formulation of traffic dynamics on transportation networks,0,1,1,0
On-the-fly Operation Batching in Dynamic Computation Graphs,1,0,0,1
Transfer Learning to Learn with Multitask Neural Model Search,1,0,0,1
Risk measure estimation for $β$-mixing time series and applications,0,0,1,1
"Clustering with t-SNE, provably",1,0,0,1
Representation Learning and Pairwise Ranking for Implicit Feedback in Recommendation Systems,1,0,0,1
Reliability study of proportional odds family of discrete distributions,0,0,1,1
A Bayesian nonparametric approach to log-concave density estimation,0,0,1,1
Path Planning for Multiple Heterogeneous Unmanned Vehicles with Uncertain Service Times,1,0,1,0
Modeling Human Categorization of Natural Images Using Deep Feature Representations,1,0,0,1
BARCHAN: Blob Alignment for Robust CHromatographic ANalysis,1,1,0,0
Homogeneity Pursuit in Single Index Models based Panel Data Analysis,0,0,1,1
Discriminants of complete intersection space curves,1,0,1,0
The Consciousness Prior,1,0,0,1
Multi-Scale Pipeline for the Search of String-Induced CMB Anisotropies,0,1,0,1
Quantifying Interpretability and Trust in Machine Learning Systems,1,0,0,1
Nonconvex Sparse Logistic Regression with Weakly Convex Regularization,1,0,0,1
A giant with feet of clay: on the validity of the data that feed machine learning in medicine,1,0,0,1
General Refraction Problems with Phase Discontinuity,0,1,1,0
An independent axiomatisation for free short-circuit logic,1,0,1,0
Sampling for Approximate Bipartite Network Projection,1,0,1,0
A description length approach to determining the number of k-means clusters,1,0,0,1
Multiple Access Wiretap Channel with Noiseless Feedback,1,0,1,0
Inter-Subject Analysis: Inferring Sparse Interactions with Dense Intra-Graphs,0,0,1,1
Declarative Statistics,1,0,0,1
ABC of ladder operators for rationally extended quantum harmonic oscillator systems,0,1,1,0
Diagonal Rescaling For Neural Networks,1,0,0,1
Dynamic Bernoulli Embeddings for Language Evolution,1,0,0,1
Klein-Gordonization: mapping superintegrable quantum mechanics to resonant spacetimes,0,1,1,0
Accurate ranking of influential spreaders in networks based on dynamically asymmetric link-impact,1,1,0,0
Learning Multimodal Transition Dynamics for Model-Based Reinforcement Learning,1,0,0,1
Publication Trends in Physics Education: A Bibliometric study,1,1,0,0
Sphere geometry and invariants,1,0,1,0
SUBIC: A Supervised Bi-Clustering Approach for Precision Medicine,1,0,0,1
Python Implementation and Construction of Finite Abelian Groups,1,0,1,0
Insider-Attacks on Physical-Layer Group Secret-Key Generation in Wireless Networks,1,0,1,0
A systematic study of the class imbalance problem in convolutional neural networks,1,0,0,1
On Formalizing Fairness in Prediction with Machine Learning,1,0,0,1
RIPML: A Restricted Isometry Property based Approach to Multilabel Learning,1,0,0,1
Single Molecule Studies Under Constant Force Using Model Based Robust Control Design,0,1,1,0
Robust Task Clustering for Deep Many-Task Learning,1,0,0,1
Forecasting and Granger Modelling with Non-linear Dynamical Dependencies,1,0,0,1
Bayesian uncertainty quantification in linear models for diffusion MRI,0,1,0,1
On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks,1,0,0,1
Analysis of Distributed ADMM Algorithm for Consensus Optimization in Presence of Error,1,0,1,0
Biologically inspired protection of deep networks from adversarial attacks,1,0,0,1
Iteratively Linearized Reweighted Alternating Direction Method of Multipliers for a Class of Nonconvex Problems,1,0,0,1
An EM Based Probabilistic Two-Dimensional CCA with Application to Face Recognition,1,0,0,1
Bandit Regret Scaling with the Effective Loss Range,1,0,0,1
Sub-Gaussian estimators of the mean of a random vector,0,0,1,1
On the Impossibility of Supersized Machines,1,1,0,0
Finding Differentially Covarying Needles in a Temporally Evolving Haystack: A Scan Statistics Perspective,1,0,0,1
A Distributed Algorithm for Computing a Common Fixed Point of a Finite Family of Paracontractions,1,0,1,0
Normalized Information Distance and the Oscillation Hierarchy,1,0,1,0
Deep Generalized Canonical Correlation Analysis,1,0,0,1
Faithfulness of Probability Distributions and Graphs,0,0,1,1
The BCS critical temperature in a weak homogeneous magnetic field,0,1,1,0
Parallel transport in shape analysis: a scalable numerical scheme,0,0,1,1
Semantic Evolutionary Concept Distances for Effective Information Retrieval in Query Expansion,1,0,1,0
On the Optimality of Kernel-Embedding Based Goodness-of-Fit Tests,0,0,1,1
Singular Spectrum and Recent Results on Hierarchical Operators,0,1,1,0
Cross-label Suppression: A Discriminative and Fast Dictionary Learning with Group Regularization,1,0,0,1
Theoretical Properties for Neural Networks with Weight Matrices of Low Displacement Rank,1,0,0,1
A data driven trimming procedure for robust classification,0,0,1,1
Maximum Number of Modes of Gaussian Mixtures,0,0,1,1
On the Semantics of Intensionality and Intensional Recursion,1,0,1,0
Asynchronous Parallel Bayesian Optimisation via Thompson Sampling,1,0,0,1
Differentially Private Bayesian Learning on Distributed Data,1,0,0,1
Confidence Intervals and Hypothesis Testing for the Permutation Entropy with an application to Epilepsy,0,1,0,1
Feature overwriting as a finite mixture process: Evidence from comprehension data,1,0,0,1
Photographic dataset: playing cards,1,1,0,0
Smoothness-based Edge Detection using Low-SNR Camera for Robot Navigation,1,0,0,1
Generating Music Medleys via Playing Music Puzzle Games,1,0,0,1
Data-Driven Model Predictive Control of Autonomous Mobility-on-Demand Systems,1,0,0,1
Generalised Reichenbachian Common Cause Systems,1,0,0,1
Noise Models in the Nonlinear Spectral Domain for Optical Fibre Communications,1,0,1,0
Influence of Resampling on Accuracy of Imbalanced Classification,1,0,0,1
Semi-supervised Conditional GANs,1,0,0,1
Simultaneous-equation Estimation without Instrumental Variables,0,0,1,1
Mathematical Programming formulations for the efficient solution of the $k$-sum approval voting problem,1,0,1,0
Throughput-Optimal Broadcast in Wireless Networks with Point-to-Multipoint Transmissions,1,0,1,0
Explaining Aviation Safety Incidents Using Deep Temporal Multiple Instance Learning,1,0,0,1
Normalized Direction-preserving Adam,1,0,0,1
Semi-supervised Learning in Network-Structured Data via Total Variation Minimization,1,0,0,1
"Friendships, Rivalries, and Trysts: Characterizing Relations between Ideas in Texts",1,1,0,0
Deep Feature Learning for Graphs,1,0,0,1
Manifold Regularization for Kernelized LSTD,1,0,0,1
Forecasting day-ahead electricity prices in Europe: the importance of considering market integration,1,0,0,1
On Fairness and Calibration,1,0,0,1
"Primitivity, Uniform Minimality and State Complexity of Boolean Operations",1,0,1,0
Summary of Topological Study of Chaotic CBC Mode of Operation,1,1,0,0
Gradient Sparsification for Communication-Efficient Distributed Optimization,1,0,0,1
Recency-weighted Markovian inference,1,0,0,1
Adaptive Algebraic Multiscale Solver for Compressible Flow in Heterogeneous Porous Media,1,1,0,0
Function space analysis of deep learning representation layers,1,0,0,1
Analytic solution and stationary phase approximation for the Bayesian lasso and elastic net,0,0,1,1
Efficient Benchmarking of Algorithm Configuration Procedures via Model-Based Surrogates,1,0,0,1
Nonlinear probability. A theory with incompatible stochastic variables,0,0,1,1
High-Resolution Breast Cancer Screening with Multi-View Deep Convolutional Neural Networks,1,0,0,1
Adaptive posterior contraction rates for the horseshoe,0,0,1,1
Computability of semicomputable manifolds in computable topological spaces,1,0,1,0
A Tutorial on Canonical Correlation Methods,1,0,0,1
Visual Integration of Data and Model Space in Ensemble Learning,1,0,0,1
On Data-Dependent Random Features for Improved Generalization in Supervised Learning,1,0,0,1
New goodness-of-fit diagnostics for conditional discrete response models,0,0,1,1
On reproduction of On the regularization of Wasserstein GANs,1,0,0,1
Density Estimation with Contaminated Data: Minimax Rates and Theory of Adaptation,0,0,1,1
Composable Deep Reinforcement Learning for Robotic Manipulation,1,0,0,1
Investigation of Using VAE for i-Vector Speaker Verification,1,0,0,1
Fast and Accurate Time Series Classification with WEASEL,1,0,0,1
Deep Neural Network Architectures for Modulation Classification,1,0,0,1
Modeling Information Flow Through Deep Neural Networks,1,0,0,1
Learning Compact Recurrent Neural Networks with Block-Term Tensor Decomposition,1,0,0,1
Deep Learning applied to Road Traffic Speed forecasting,1,0,0,1
Deep learning enhanced mobile-phone microscopy,1,1,0,0
On convergence of the sample correlation matrices in high-dimensional data,0,0,1,1
Minimal Controllability of Conjunctive Boolean Networks is NP-Complete,1,0,1,0
D-optimal designs for complex Ornstein-Uhlenbeck processes,0,0,1,1
On Stein's Identity and Near-Optimal Estimation in High-dimensional Index Models,0,0,1,1
Latent tree models,0,0,1,1
An asymptotic equipartition property for measures on model spaces,1,0,1,0
Deep Over-sampling Framework for Classifying Imbalanced Data,1,0,0,1
Inference in high-dimensional linear regression models,0,0,1,1
Counterfactual Learning for Machine Translation: Degeneracies and Solutions,1,0,0,1
Conversion of Mersenne Twister to double-precision floating-point numbers,1,0,0,1
CUSBoost: Cluster-based Under-sampling with Boosting for Imbalanced Classification,1,0,0,1
Computer Algebra for Microhydrodynamics,1,1,0,0
Machine Learning for Drug Overdose Surveillance,1,0,0,1
"Stick-breaking processes, clumping, and Markov chain occupation laws",0,0,1,1
Variable selection in multivariate linear models with high-dimensional covariance matrix estimation,0,0,1,1
Computational Thinking in Education: Where does it Fit? A systematic literary review,1,1,0,0
Optimal fidelity multi-level Monte Carlo for quantification of uncertainty in simulations of cloud cavitation collapse,1,0,0,1
Positive-Unlabeled Learning with Non-Negative Risk Estimator,1,0,0,1
A Markov Chain Theory Approach to Characterizing the Minimax Optimality of Stochastic Gradient Descent (for Least Squares),1,0,0,1
Averages of Unlabeled Networks: Geometric Characterization and Asymptotic Behavior,0,0,1,1
A Random Sample Partition Data Model for Big Data Analysis,1,0,0,1
